"","OTUID","Domain.x","Supergroup.x","Phylum.x","Class.x","Order.x","Family.x","Genus.x","Species.x","ASV.x","Domain.y","Supergroup.y","Phylum.y","Class.y","Order.y","Family.y","Genus.y","Species.y","ASV.y","Domain_confidence","Supergroup_confidence","Phylum_confidence","Class_confidence","Order_confidence","Family_confidence","Genus_confidence","Species_confidence"
"1477","1a64956b6ea812ded8f7477910d59a22","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_II","D_5__Clade_II","D_6__uncultured_marine","1a64956b6ea812ded8f7477910d59a22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","39f418bdcdf10d3128dd70ddd7fd58cd","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_II","D_5__Clade_II","","39f418bdcdf10d3128dd70ddd7fd58cd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","58abf5c64b185926d440a3d36f488ac5","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_II","D_5__Clade_II","","58abf5c64b185926d440a3d36f488ac5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","65fb0b504a1a2fec02cc769b570b2cf7","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_II","D_5__Clade_II","","65fb0b504a1a2fec02cc769b570b2cf7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","678dbe0a654cdd7c88985156f8001e24","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_II","D_5__Clade_II","","678dbe0a654cdd7c88985156f8001e24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","c48e745d7c7ff2442e179dfa2e2a8b4e","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_II","D_5__Clade_II","D_6__SAR11_cluster","c48e745d7c7ff2442e179dfa2e2a8b4e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","c34d38dd30c9487c3a3cfef6f254db0a","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_II","D_5__Clade_II","","c34d38dd30c9487c3a3cfef6f254db0a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","151eec3544dc3ea1bde331ecc5c764c9","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","","","","151eec3544dc3ea1bde331ecc5c764c9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","2b7933cf9db68628cab169667a45adb2","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","2b7933cf9db68628cab169667a45adb2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","800cd842c113db0d555ee0d0eda27c36","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","800cd842c113db0d555ee0d0eda27c36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","697effa18da83385682215911097cb4c","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","697effa18da83385682215911097cb4c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","251664ca026252820a1a635e183fb123","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","251664ca026252820a1a635e183fb123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","0ee3d1c50e2eaf3e8791329b6de12c31","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","0ee3d1c50e2eaf3e8791329b6de12c31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","7b4eb12a8e287fe1e623d552f143d8eb","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","7b4eb12a8e287fe1e623d552f143d8eb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","40a8af90d630de5521b55bf17e50444e","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","40a8af90d630de5521b55bf17e50444e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","92f4d909b33423e883f85c8314bb2398","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","","","92f4d909b33423e883f85c8314bb2398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","3752e69b794ef75fd564adbee93d1e02","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","3752e69b794ef75fd564adbee93d1e02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","d042d1c6918a3ff238bfb6f09e34dc01","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","D_6__uncultured_bacterium","d042d1c6918a3ff238bfb6f09e34dc01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","85bce5383bf8130f3ee3992935c10735","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","85bce5383bf8130f3ee3992935c10735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","4130397a9b6b93f29e42dbc06054a7a0","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","4130397a9b6b93f29e42dbc06054a7a0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","9f762a60f327ae5a8e9a3aa80fac7b61","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","9f762a60f327ae5a8e9a3aa80fac7b61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","30df6952c00383cca068685f4bf3552f","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","30df6952c00383cca068685f4bf3552f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","7383b42fb9cdb490a979f206f0837444","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","7383b42fb9cdb490a979f206f0837444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","ad6e7fde5d33564ade37bdb1200e5f55","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","ad6e7fde5d33564ade37bdb1200e5f55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","ecd0e402c45244866e281dee2eb57ae9","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","ecd0e402c45244866e281dee2eb57ae9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","f1e03586dc2a64f983a505fc4143b172","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","f1e03586dc2a64f983a505fc4143b172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","1d22567723f1208c690540bafaba66d7","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","1d22567723f1208c690540bafaba66d7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","bbd25f0ca0b360fb9d1428f37c1d9466","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","bbd25f0ca0b360fb9d1428f37c1d9466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","5263e2309ce274a33ee8fd19a4951207","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","5263e2309ce274a33ee8fd19a4951207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","a8574483317416a888e96c4db7b76bec","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","a8574483317416a888e96c4db7b76bec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","ee04c9713e8852136bbac2575278b17f","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","ee04c9713e8852136bbac2575278b17f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","7a8ecd4b32df6d10bf8490b777934671","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","7a8ecd4b32df6d10bf8490b777934671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","e0659a75307b36dc6c0e2fd3c76c99d4","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","e0659a75307b36dc6c0e2fd3c76c99d4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","854d71603aa8cda5db1789357d26fcd9","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","854d71603aa8cda5db1789357d26fcd9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","33b30e1e5a97b34a09d8db81be319c42","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","33b30e1e5a97b34a09d8db81be319c42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","55cf8180328c9460392a9916fa1ffba4","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","55cf8180328c9460392a9916fa1ffba4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","ec3a31e1d229b54363c49900bbad504d","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","","","ec3a31e1d229b54363c49900bbad504d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","190b6ff54c56aa20c1b6127c4d5af130","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","190b6ff54c56aa20c1b6127c4d5af130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","4c68c50c4230ee697f076fef78f41ab2","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","4c68c50c4230ee697f076fef78f41ab2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","6d2355db57eb3d9141175b28d169c241","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","6d2355db57eb3d9141175b28d169c241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","9fb4b5a66f82d2c21ff07770be1d595d","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ia","","9fb4b5a66f82d2c21ff07770be1d595d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","39ba28f5ec97bfaf971025305be8715b","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","39ba28f5ec97bfaf971025305be8715b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","6885c58b7352b6d368802dca9ed2f736","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","D_6__marine_metagenome","6885c58b7352b6d368802dca9ed2f736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","db8604ef63a0b1f4031d541af16ab05c","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","","","db8604ef63a0b1f4031d541af16ab05c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","47e66a3ecd29a4ba9505655cc8da6d3b","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","47e66a3ecd29a4ba9505655cc8da6d3b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","93d4139bac8ef47902af241b08c3cb7d","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","93d4139bac8ef47902af241b08c3cb7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","d1b1c637ad8dfad30a16f11ef521bb38","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","d1b1c637ad8dfad30a16f11ef521bb38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","d2c86dbf47a382f0d077367a1205c618","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","","","d2c86dbf47a382f0d077367a1205c618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","3a730fbc2065c9aab96b282eebb89a47","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","","","3a730fbc2065c9aab96b282eebb89a47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","774145dacb7949347b8dca3ba1756e09","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","774145dacb7949347b8dca3ba1756e09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","28c074a622c626db507cc08bddadc82f","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","28c074a622c626db507cc08bddadc82f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","2475da279252a05adf8296c8f44aa5ea","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","2475da279252a05adf8296c8f44aa5ea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","aafca10c6a1b93b57d5d07437e4e5d15","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","aafca10c6a1b93b57d5d07437e4e5d15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","5ddd22dfc836e7ba7a3abe6925650e18","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","","","5ddd22dfc836e7ba7a3abe6925650e18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","bcee6deaf3618823108e6dc1bf2d05f5","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","bcee6deaf3618823108e6dc1bf2d05f5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","64aba1725d7578292603f4a621554329","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","64aba1725d7578292603f4a621554329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","f7acdbd29a7828ea7559f9fefd4092fa","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","f7acdbd29a7828ea7559f9fefd4092fa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","06a8ba70e1f9150d9ddbadf852484cdf","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","06a8ba70e1f9150d9ddbadf852484cdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","80db85a754aafcaecc102fd0ce903630","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","80db85a754aafcaecc102fd0ce903630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","f647f71c5ddae424767dc33176c1f158","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","D_4__Clade_I","D_5__Clade_Ib","","f647f71c5ddae424767dc33176c1f158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","3c94e6c82fc4128d09cd8880200c78d3","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","","","","3c94e6c82fc4128d09cd8880200c78d3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","7d2534548d80e88829d19597a1c2d27d","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__SAR11_clade","","","","7d2534548d80e88829d19597a1c2d27d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","03a98de983a61681b121ea41bbfa0b31","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","03a98de983a61681b121ea41bbfa0b31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","f59732e4c30d8ec0d085bb079c7d8098","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","f59732e4c30d8ec0d085bb079c7d8098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","0abbd36767c64975c79940caea82a99c","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","0abbd36767c64975c79940caea82a99c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","2bf319fbf5f75f00d11df6ba32382591","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","2bf319fbf5f75f00d11df6ba32382591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","8230f1acbf80c59fdf6bea347bc32ce2","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","8230f1acbf80c59fdf6bea347bc32ce2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","66773454b1e88d57682ee2560011c153","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","66773454b1e88d57682ee2560011c153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545","98f4697a6339206884788035036fb321","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","98f4697a6339206884788035036fb321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546","d446719712714a7862df72a4b1119d15","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","","d446719712714a7862df72a4b1119d15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","068a5be989293c279a5b1cab99743bf6","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","068a5be989293c279a5b1cab99743bf6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548","747df7a6fc58619da54efe9dbb33ea65","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","","747df7a6fc58619da54efe9dbb33ea65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","b53cf6814712f9298ae303544018dc05","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","","b53cf6814712f9298ae303544018dc05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","ff534b2bb96f84d2a37bbcb269fcd4d5","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","ff534b2bb96f84d2a37bbcb269fcd4d5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","2afc8a2ae99fcd8472efd711fc160847","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","2afc8a2ae99fcd8472efd711fc160847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","973dafde411c8be4353a3f900557d811","D_0__Bacteria","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Defluviicoccales","D_4__uncultured","D_5__uncultured","D_6__unidentified_marine","973dafde411c8be4353a3f900557d811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
