X,SampleID,Year,Sampling.Order,Season_Tucker2021,Month,chla.ug.per.L,Phosphate,Silicate,NitrateNitrite,Ammonia,DIN,DIN_DIP,Nitrate_Silicate,DIN_Silicate,Site,Time,SW.Temperature.at.site,Salinity,Depth,pH,Date1,Day.of.year,X19But,X19Hex,Allo,beta.Car,alph.Car,Chla,Chlb,Chlc1.2,Chlc.3,Cphlid,Diadino,Diato,Fuco,Lut,Neo,Peri,Prasino,Viola,Zea,Dva,Mva,Tchla,X19But.Rel,X19Hex.Rel,Allo.Rel,beta.Car.Rel,alph.Car.Rel,Chla.Rel,Chlb.Rel,Chlc1.2.Rel,Chlc.3.Rel,Cphlid.Rel,Diadino.Rel,Diato.Rel,Fuco.Rel,Lut.Rel,Neo.Rel,Peri.Rel,Prasino.Rel,Viola.Rel,Zea.Rel,Dva.Rel,Mva.Rel,Project,decimal_dat,Month_abb,PRO.mL,SYN.mL,PEUK.mL,HBACT.mL,RunFCM,Spatial,latitude,longitude,lln_micro,llp_micro,Log_Chla,Log_HBACT.mL,Log_SYN.mL,Log_PEUK.mL,Log_PRO.mL,Log_Phosphate,Log_Silicate,Log_NitrateNitrite,Log_Ammonia,Log_Lut.Rel,Log_Peri.Rel,Log_Dva.Rel,Log_plus_PRO.mL,Log_plus_Lut.Rel,Metagenome,Metagenome_ID
ARAu0548,ARAu0548,2019,22,Summer,August,1.3,NA,NA,NA,NA,NA,NA,NA,NA,AR,12:25:00,30.1,33.82,1.9,8.01,8/29/19,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.657534,Aug,0,392428,21653,1671593,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.262364264,14.32928762,12.88010836,9.982899292,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
AROc0568,AROc0568,2019,23,Fall,October,1.3,NA,NA,NA,NA,NA,NA,NA,NA,AR,9:29:00,27.84,33.2,1.864,7.91,10/7/19,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.764384,Oct,0,228608,13971,1352973,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.262364264,14.11781495,12.33976403,9.544739032,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
ARDe0588,ARDe0588,2019,24,Fall,December,1.1,NA,NA,NA,NA,NA,NA,NA,NA,AR,12:01:00,25.72,33.48,1.979,7.83,12/9/19,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.936986,Dec,6749,75450,14142,621324,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.09531018,13.33960796,11.23122546,9.556904372,8.817149625,NA,NA,NA,NA,NA,NA,NA,8.817297784,NA,NA,NA
ARJa0608,ARJa0608,2020,25,Winter,January,1.4,NA,NA,NA,NA,NA,NA,NA,NA,AR,12:21:00,24.26,33.08,1.988,7.92,1/24/20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.062842,Jan,3480,36057,8181,1285218,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.336472237,14.06643891,10.4928563,9.009569672,8.154787573,NA,NA,NA,NA,NA,NA,NA,8.155074888,NA,NA,NA
ARMa0628,ARMa0628,2020,26,Winter,March,2.9,NA,NA,NA,NA,NA,NA,NA,NA,AR,13:11:00,25.66,30.76,1.997,7.89,3/20/20,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.215847,Mar,3361,228253,29059,1102542,Run2,Nearshore,21.46765,-157.83585,NA,NA,1.064710737,13.91312898,12.33820994,10.27708352,8.119993828,NA,NA,NA,NA,NA,NA,NA,8.120291314,NA,NA,NA
ARMy0648,ARMy0648,2020,27,Spring,May,1.8,NA,NA,NA,NA,NA,NA,NA,NA,AR,12:25:00,26.48,33.21,2.043,7.71,5/14/20,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.36612,May,1431,212325,12763,1839510,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.587786665,14.42500979,12.2658734,9.454305639,7.26612878,NA,NA,NA,NA,NA,NA,NA,7.266827348,NA,NA,NA
ARJy0668,ARJy0668,2020,28,Summer,July,1.3,NA,NA,NA,NA,NA,NA,NA,NA,AR,13:47:00,28.1,33.23,1.956,7.71,7/21/20,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.551913,Jul,0,224077,23530,1238013,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.262364264,14.02901823,12.31974502,10.06603148,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
ARAu0688,ARAu0688,2020,29,Summer,August,1.1,NA,NA,NA,NA,NA,NA,NA,NA,AR,12:35:00,28.9,32,1.85,7.77,8/28/20,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.655738,Aug,0,243340,15744,1722764,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.09531018,14.35944054,12.40221492,9.664214619,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
ARSe0708,ARSe0708,2020,30,Summer,September,3.6,0.29,42.23,0.06,NA,NA,NA,0,NA,AR,14:16:00,28.29,33.09,1.981,7.88,9/22/20,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.724044,Sep,0,393544,24633,2195342,Run2,Nearshore,21.46765,-157.83585,NA,NA,1.280933845,14.6018484,12.88294816,10.11184229,#NAME?,-1.237874356,3.743130869,-2.813410717,NA,NA,NA,NA,0,NA,NA,NA
ARNo0728,ARNo0728,2020,31,Fall,November,2.2,NA,NA,NA,NA,NA,NA,NA,NA,AR,13:29,25.97,35.14,2.374,8.02,11/16/20,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.874317,Nov,0,190870,24791,1616299,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.78845736,14.29564953,12.15934785,10.11823596,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
ARDe0748,ARDe0748,2020,32,Fall,December,1.6,0.13,13.38,0.45,0.1,0.55,4.23,0.03,0.04,AR,12:42,25.61,34.44,1.986,7.71,12/23/20,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.97541,Dec,1891,170005,18068,1397933,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.470003629,14.15050528,12.04358313,9.801897697,7.544861069,-2.040220829,2.593761055,-0.798507696,-2.302585093,NA,NA,NA,7.54538975,NA,NA,NA
ARFe0768,ARFe0768,2021,33,Winter,February,1.7,0.12,11.04,0.13,NA,NA,NA,0.01,NA,AR,10:43,22.79,34.64,1.969,7.99,2/12/21,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.115068,Feb,2508,63382,16886,1312084,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.530628251,14.08712727,11.05693519,9.734240155,7.827240902,-2.120263536,2.401525041,-2.040220829,NA,NA,NA,NA,7.827639546,NA,NA,NA
ARAp0807,ARAp0807,2021,34,Spring,April,1.4,NA,NA,NA,NA,NA,NA,NA,NA,AR,13:11,24.9,34.57,2.122,7.63,4/16/21,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.287671,Apr,2534,94988,10084,1381205,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.336472237,14.13846686,11.46150585,9.218705288,7.837554361,NA,NA,NA,NA,NA,NA,NA,7.837948916,NA,NA,NA
ARMy0818,ARMy0818,2021,35,Spring,May,1.2,0.1,12.78,0.15,NA,NA,NA,0.01,NA,AR,10:51,25.7,34.95,1.929,7.85,5/24/21,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.391781,May,2219,361084,22926,1705680,Run2,Nearshore,21.46765,-157.83585,NA,NA,0.182321557,14.34947442,12.7968659,10.04002692,7.704811923,-2.302585093,2.547881449,-1.897119985,NA,NA,NA,NA,7.705262475,NA,NA,NA
ARJu0838,ARJu0838,2021,36,Summer,June,0.9,NA,NA,NA,NA,NA,NA,NA,NA,AR,10:59,28,34.66,1.901,7.9,6/21/21,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.468493,Jun,460,143402,10203,1481445,Run2,Nearshore,21.46765,-157.83585,NA,NA,-0.105360516,14.20852852,11.87340715,9.230437074,6.131226489,NA,NA,NA,NA,NA,NA,NA,6.133398043,NA,NA,NA
CB36_R2,CB36_R2,2017,1,Summer,August,1.4,NA,NA,NA,NA,NA,NA,NA,NA,CB,8:39:00,27.71,35.16,1.65,8.01,8/23/17,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.641096,Aug,0,339130,19604,1473567,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.336472237,14.20319655,12.73413879,9.883488906,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
CBSe0056,CBSe0056,2017,2,Summer,September,1.7,0.09,4.02,0.12,NA,NA,NA,0.03,NA,CB,8:31:00,27.18,35.08,1.63,7.97,9/20/17,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.717808,Sep,1510,226021,11621,1334459,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.530628251,14.10403652,12.32838319,9.360569085,7.31986493,-2.407945609,1.391281903,-2.120263536,NA,NA,NA,NA,7.320526962,NA,Yes,KSe056CB
CBNo0076,CBNo0076,2017,3,Fall,November,1.4,NA,NA,NA,NA,NA,NA,NA,NA,CB,10:51:00,26.69,34,1.99,8.01,11/1/17,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.832877,Nov,1077,103392,30805,1099247,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.336472237,13.91013596,11.54628287,10.33543229,6.981934677,NA,NA,NA,NA,NA,NA,NA,6.982862751,NA,NA,NA
CBDe0096,CBDe0096,2017,4,Fall,December,1.4,NA,NA,NA,NA,NA,NA,NA,NA,CB,14:33:00,24.7,35.37,1.99,8.16,12/8/17,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.934247,Dec,43476,71379,9034,820689,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.336472237,13.61789951,11.17575899,9.108750516,10.67996434,NA,NA,NA,NA,NA,NA,NA,10.67998734,NA,NA,NA
CBJa0118,CBJa0118,2018,5,Winter,January,1.7,NA,NA,NA,NA,NA,NA,NA,NA,CB,9:42:00,24.02,34.1,1.77,8.07,1/29/18,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.076712,Jan,10688,144137,7340,1668494,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.530628251,14.32743198,11.87851952,8.901094122,9.276876896,NA,NA,NA,NA,NA,NA,NA,9.276970454,NA,NA,NA
CBFe0138,CBFe0138,2018,6,Winter,February,2.7,NA,NA,NA,NA,NA,NA,NA,NA,CB,13:38:00,24,34.48,2.2,8.07,2/21/18,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.139726,Feb,8377,334757,27824,1545511,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.993251773,14.25086516,12.72116017,10.23365424,9.033245134,NA,NA,NA,NA,NA,NA,NA,9.033364502,NA,NA,NA
CBMa0158,CBMa0158,2018,7,Winter,March,0.9,0.06,7.21,0.24,NA,NA,NA,0.03,NA,CB,9:22:00,24.59,34.14,2.09,8.12,3/28/18,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.235616,Mar,22112,282391,22756,1202376,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,-0.105360516,13.99981016,12.55104791,10.03258413,10.00387573,-2.813410717,1.975468951,-1.427116356,NA,NA,NA,NA,10.00392095,NA,Yes,KMa158CB
CB178_R2,CB178_R2,2018,8,Spring,May,1,NA,NA,NA,NA,NA,NA,NA,NA,CB,12:32:00,24.26,33.57,2.083,8.06,5/1/18,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.328767,May,5449,158108,19801,1199001,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0,13.99699927,11.97103362,9.89348772,8.603187385,NA,NA,NA,NA,NA,NA,NA,8.603370888,NA,NA,NA
CBJn0198,CBJn0198,2018,9,Spring,June,1.1,NA,NA,NA,NA,NA,NA,NA,NA,CB,12:07:00,25.88,34.77,2.072,8.05,6/1/18,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.413699,Jun,8811,242093,12894,1348286,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.09531018,14.11434471,12.39707723,9.464517366,9.08375622,NA,NA,NA,NA,NA,NA,NA,9.083869708,NA,NA,NA
CBJn0218,CBJn0218,2018,10,Spring,June,1.2,NA,NA,NA,NA,NA,NA,NA,NA,CB,11:54:00,27.93,33.14,1.9,8.03,6/19/18,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.463014,Jun,9953,494848,27693,1980180,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.182321557,14.49869831,13.11200592,10.22893495,9.205629292,NA,NA,NA,NA,NA,NA,NA,9.205729759,NA,NA,NA
CBJy0246,CBJy0246,2018,11,Summer,July,1.1,NA,NA,NA,NA,NA,NA,NA,NA,CB,2:28:00,27.15,34.03,2.78,7.97,7/23/18,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.556164,Jul,8627,357867,20589,2144841,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.09531018,14.57857598,12.78791669,9.932512232,9.062652099,NA,NA,NA,NA,NA,NA,NA,9.062768008,NA,NA,NA
CBSe0266,CBSe0266,2018,12,Summer,September,1.4,NA,NA,NA,NA,NA,NA,NA,NA,CB,14:21:00,28.46,32.27,1.94,7.92,9/11/18,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.693151,Sep,0,464004,25277,1948929,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.336472237,14.48279055,13.04764845,10.13765017,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
CB292_R2,CB292_R2,2018,13,Fall,October,1.6,0.04,11.3,0.04,NA,NA,NA,0,NA,CB,13:17:00,27.7,34.05,2.248,7.9,10/11/18,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.775342,Oct,6342,421578,18830,2326361,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.470003629,14.6598158,12.95176009,9.843206622,8.754949455,-3.218875825,2.424802726,-3.218875825,NA,NA,NA,NA,8.755107122,NA,NA,NA
CBNo0324,CBNo0324,2018,14,Fall,November,2,NA,NA,NA,NA,NA,NA,NA,NA,CB,13:45:00,26.92,34.24,1.9,7.73,11/9/18,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.854795,Nov,1523,339904,26708,1874201,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.693147181,14.44369299,12.7364185,10.19271842,7.328437353,NA,NA,NA,NA,NA,NA,NA,7.329093736,NA,NA,NA
CBJa0356,CBJa0356,2019,15,Winter,January,1.5,NA,NA,NA,NA,NA,NA,NA,NA,CB,11:48:00,23.07,34.71,2.012,7.92,1/11/19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.027397,Jan,8574,172788,14969,1075953,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.405465108,13.88871734,12.05982069,9.613736675,9.056489647,NA,NA,NA,NA,NA,NA,NA,9.056606272,NA,NA,NA
CBFe0388,CBFe0388,2019,16,Winter,February,1.9,0.05,5.84,0.06,NA,NA,NA,0.01,NA,CB,13:09:00,23.83,33.27,1.91,7.86,2/25/19,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.150685,Feb,6277,46457,12514,1632634,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.641853886,14.30570522,10.74628243,9.434603297,8.744647438,-2.995732274,1.764730797,-2.813410717,NA,NA,NA,NA,8.744806737,NA,NA,NA
CBMa0420,CBMa0420,2019,17,Winter,March,1,NA,NA,NA,NA,NA,NA,NA,NA,CB,12:36:00,24.03,34.57,1.931,7.83,3/21/19,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.216438,Mar,6014,112360,13131,1875580,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0,14.4444285,11.62946328,9.482731126,8.701845364,NA,NA,NA,NA,NA,NA,NA,8.702011628,NA,NA,NA
CBAp0452,CBAp0452,2019,18,Spring,April,2.2,NA,NA,NA,NA,NA,NA,NA,NA,CB,14:32:00,25.43,36.62,2.145,7.77,4/22/19,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.30411,Apr,6145,212194,18173,1558064,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.78845736,14.25895458,12.26525623,9.807692255,8.723394022,NA,NA,NA,NA,NA,NA,NA,8.723556743,NA,NA,NA
CBMy0489,CBMy0489,2019,19,Spring,May,1.2,NA,NA,NA,NA,NA,NA,NA,NA,CB,11:54:00,27.23,36.01,2.062,7.61,5/21/19,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.383562,May,11004,330004,24463,2362130,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0.182321557,14.67507431,12.70686005,10.10491705,9.306014122,NA,NA,NA,NA,NA,NA,NA,9.306104994,NA,NA,NA
CBJn0509,CBJn0509,2019,20,Spring,June,1,NA,NA,NA,NA,NA,NA,NA,NA,CB,12:38:00,28.07,36.61,2.145,7.69,6/14/19,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.449315,Jun,9782,431479,25999,3010635,Run_Aug2022,Nearshore,21.45705,-157.81135,NA,NA,0,14.91766158,12.97497412,10.16581335,9.188299241,NA,NA,NA,NA,NA,NA,NA,9.188401464,NA,NA,NA
CBAu0529,CBAu0529,2019,21,Summer,August,1.1,NA,NA,NA,NA,NA,NA,NA,NA,CB,13:21:00,29.16,33.15,2.101,8.06,8/13/19,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.613699,Aug,6605,588970,54112,2744486,Run2,Nearshore,21.45705,-157.81135,NA,NA,0.09531018,14.82510437,13.28613053,10.89881125,8.795582217,NA,NA,NA,NA,NA,NA,NA,8.795733606,NA,NA,NA
CBAu0549,CBAu0549,2019,22,Summer,August,0.9,NA,NA,NA,NA,NA,NA,NA,NA,CB,12:40:00,29,33.12,1.9,8.07,8/29/19,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.657534,Aug,0,538390,30805,2293652,Run2,Nearshore,21.45705,-157.81135,NA,NA,-0.105360516,14.64565587,13.19633848,10.33543229,#NAME?,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
CBOc0569,CBOc0569,2019,23,Fall,October,1.2,NA,NA,NA,NA,NA,NA,NA,NA,CB,9:44:00,27.76,33.22,2.083,8,10/7/19,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.764384,Oct,1156,209082,19066,1591324,Run2,Nearshore,21.45705,-157.81135,NA,NA,0.182321557,14.28007693,12.2504818,9.855661923,7.052721049,NA,NA,NA,NA,NA,NA,NA,7.053585727,NA,NA,NA
CBDe0589,CBDe0589,2019,24,Fall,December,0.9,NA,NA,NA,NA,NA,NA,NA,NA,CB,12:14:00,26.08,33.52,2.049,7.89,12/9/19,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.936986,Dec,9638,115499,19000,566017,Run2,Nearshore,21.45705,-157.81135,NA,NA,-0.105360516,13.24637939,11.65701715,9.852194258,9.173468897,NA,NA,NA,NA,NA,NA,NA,9.173572648,NA,NA,NA
