,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,ASV,Curated
4d9812dde9da4ca42ef26cd2d9ce98e4,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,4d9812dde9da4ca42ef26cd2d9ce98e4,
5c03d9a0c36bddcd1b81010699888275,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,5c03d9a0c36bddcd1b81010699888275,
42d5eae4d349ad4cb03aad976a73fd1d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,42d5eae4d349ad4cb03aad976a73fd1d,
560c0c8f8f2f3820a344dc592324890c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,560c0c8f8f2f3820a344dc592324890c,
4fa32559e5631c28b286e8197b72c475,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,4fa32559e5631c28b286e8197b72c475,
887adc4426f940b7250c2233529a9dff,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,887adc4426f940b7250c2233529a9dff,
cc28a6c850a38fe6f5d5d0ba45d73bd2,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,cc28a6c850a38fe6f5d5d0ba45d73bd2,
371c10e1e8a5fa224e51b7ddef6cb163,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,371c10e1e8a5fa224e51b7ddef6cb163,
6a2a8834a844af476036ddc0359f704f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,6a2a8834a844af476036ddc0359f704f,
c520283930dc42984a6f1b87f6b32267,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,c520283930dc42984a6f1b87f6b32267,
fc70cb2ad15cb1049ba496a4795fa40d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Nitzschia_sp.,fc70cb2ad15cb1049ba496a4795fa40d,
ee1a833f8b6486e7ace13ce5fac0cca1,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,ee1a833f8b6486e7ace13ce5fac0cca1,
cca13a6525175fe97a6163abba2fe13e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,cca13a6525175fe97a6163abba2fe13e,
2124bd1aa4ee9270662982c4c1314230,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,2124bd1aa4ee9270662982c4c1314230,
b2e4eeccc26380129203a02a3fb37c52,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,b2e4eeccc26380129203a02a3fb37c52,
a601f8221e2bd1fd5cf328bd4cb5acc4,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,a601f8221e2bd1fd5cf328bd4cb5acc4,
9cfafb731b4f6e26de85fd7730d2c27a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,9cfafb731b4f6e26de85fd7730d2c27a,
42b86c2db7f6ed01983b9e57cfbdbc8f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,42b86c2db7f6ed01983b9e57cfbdbc8f,
29832ceb14cb5addc889ca677d483f4f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,29832ceb14cb5addc889ca677d483f4f,
f5fb09710f93cdb5505fadf0a2586b60,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Picochlorum_sp.,f5fb09710f93cdb5505fadf0a2586b60,
cc8aaa25cdd7ae9f0588f62d0f8ac24f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,cc8aaa25cdd7ae9f0588f62d0f8ac24f,
0f2a7f790904435976dc441c4bd98918,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,0f2a7f790904435976dc441c4bd98918,
0a792bae70c8d57b5521a4d9248e8b5b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Berkeleya_fennica,0a792bae70c8d57b5521a4d9248e8b5b,
eab2938a46288d77eaeacdfe1649e617,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,eab2938a46288d77eaeacdfe1649e617,
395cd2cd8113f955a52ca5345cf1cfff,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,395cd2cd8113f955a52ca5345cf1cfff,
dd1aa879e41417da4a83007d1dec0116,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Berkeleya_fennica,dd1aa879e41417da4a83007d1dec0116,
ab9299a52e28be53e8574fd6bdc887e8,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,ab9299a52e28be53e8574fd6bdc887e8,
81cb67e1bee7e67cb4174bb34576e110,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,81cb67e1bee7e67cb4174bb34576e110,
54ae571539bd4f43d95dd323dd3072e3,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Berkeleya_fennica,54ae571539bd4f43d95dd323dd3072e3,
ee6022c64b4c65dde6f2c51ced849add,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Berkeleya_fennica,ee6022c64b4c65dde6f2c51ced849add,
bbe1534f57a459daf3209d383839483a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,bbe1534f57a459daf3209d383839483a,
50c767b53b10502a85c94567744cfecc,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,50c767b53b10502a85c94567744cfecc,
57853edcb08fdbf01bd77126f23fd1be,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,57853edcb08fdbf01bd77126f23fd1be,
3c99ea868d7f17a6b309c74bef417821,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Berkeleya_fennica,3c99ea868d7f17a6b309c74bef417821,
0aab2026a43298b472c4de2212b4909d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Picochlorum_sp.,0aab2026a43298b472c4de2212b4909d,
465844e02e1effd3f25d8cf9c8745d11,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,465844e02e1effd3f25d8cf9c8745d11,
479519d414949dc18a74f7296153d702,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,479519d414949dc18a74f7296153d702,
6ebe10536d90aecdf767992e3b51782a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,6ebe10536d90aecdf767992e3b51782a,
8ee44182a0a7eb256e305cd8e649ed2c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__metagenome,8ee44182a0a7eb256e305cd8e649ed2c,
80f350413beddc1cb522783cb98bba51,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,80f350413beddc1cb522783cb98bba51,
f7a68a9f477507aba72391d8890774b4,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,f7a68a9f477507aba72391d8890774b4,
f4fe9a1b80210ef9176b1b8b06e39ae6,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,f4fe9a1b80210ef9176b1b8b06e39ae6,
53975ff22b454ddd519d3cad9c4c25bf,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,53975ff22b454ddd519d3cad9c4c25bf,
8c54894d0fa99bffd1f179ba13013e91,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Nitzschia_sp.,8c54894d0fa99bffd1f179ba13013e91,
48e8f352d706ed13dfccba90bc0495ab,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,48e8f352d706ed13dfccba90bc0495ab,
b2d9589c46d45749351594ca7170c54c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,b2d9589c46d45749351594ca7170c54c,
aaf9f8e18223f8cec2192ff54a92e157,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,aaf9f8e18223f8cec2192ff54a92e157,
c782e24c0ca254b3d1310366a893028c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,c782e24c0ca254b3d1310366a893028c,
f163fefa22cf7e16ebc0c2b554bd8df3,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,f163fefa22cf7e16ebc0c2b554bd8df3,
a58bed32a4401ba77b4de2d9d12d061d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,a58bed32a4401ba77b4de2d9d12d061d,
bce1e571b6f1a4080a75110c6313a6c0,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,bce1e571b6f1a4080a75110c6313a6c0,
35ab9967bfc2e561e0cbc9c337cdea20,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Berkeleya_fennica,35ab9967bfc2e561e0cbc9c337cdea20,
df82a0da918dce4c4f229fdbe68e17c1,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,df82a0da918dce4c4f229fdbe68e17c1,
d526a0249a4c09d3d33c836422ae431b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,d526a0249a4c09d3d33c836422ae431b,
445b9b588633b71b0355356ee634a98e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,445b9b588633b71b0355356ee634a98e,
bb344c3e93f7b870137b6eb55a298ff7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,bb344c3e93f7b870137b6eb55a298ff7,
6c24e01ce694f36fcd43c416d2c77ecf,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,6c24e01ce694f36fcd43c416d2c77ecf,
0d29ef9cdff94f4c4a8797b2ae32bad7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,0d29ef9cdff94f4c4a8797b2ae32bad7,
42bbfbd3cf96a59a5218b7473215bff4,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,42bbfbd3cf96a59a5218b7473215bff4,
27b21b9140258d97eaa9a47a4efe16eb,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,27b21b9140258d97eaa9a47a4efe16eb,
be28dc40d22435e9ecad20acbbd96e9b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,be28dc40d22435e9ecad20acbbd96e9b,
c06911cd22f12b93230168f7336a239e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,c06911cd22f12b93230168f7336a239e,
8866b9ce69aa6b2fa3c2f25f99c20b99,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Riquetophycus_sp.,8866b9ce69aa6b2fa3c2f25f99c20b99,
6132766c66f528b7da238a5b08fe7d3c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,6132766c66f528b7da238a5b08fe7d3c,
e2568370abec64067d07cb20fea28344,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,e2568370abec64067d07cb20fea28344,
d1506ee81c54dea5afe1f6a2a4fd0c0f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,d1506ee81c54dea5afe1f6a2a4fd0c0f,
a34c4522f0a3bab8370333cc3d290f38,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,a34c4522f0a3bab8370333cc3d290f38,
d430f1cfc57a3ebcf7ac4e1fa629685f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__Berkeleya_fennica,d430f1cfc57a3ebcf7ac4e1fa629685f,
12c7ed587ceb7f8f473b9094c1dd9517,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,12c7ed587ceb7f8f473b9094c1dd9517,
0fc7187e96177dddaf7bb6056ff93b9c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,0fc7187e96177dddaf7bb6056ff93b9c,
3c35791e491e4bfd0964210c043c9213,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,3c35791e491e4bfd0964210c043c9213,
5a0bd552461557cff94bb7598984fd73,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,5a0bd552461557cff94bb7598984fd73,
91ee3231285139a32ab55772fa2ae5ea,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,91ee3231285139a32ab55772fa2ae5ea,
4b7d4566ae91261b440cbbca3495cf9b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,4b7d4566ae91261b440cbbca3495cf9b,
e3bfabb7526841d094d9e28ce1e340d1,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,e3bfabb7526841d094d9e28ce1e340d1,
ea447d49cd860927a4ff4b37169d6919,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,ea447d49cd860927a4ff4b37169d6919,
5825b0ad58d980a7f393db2078229312,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,5825b0ad58d980a7f393db2078229312,
e30d8e11719a49be4038ade51572f8ee,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,e30d8e11719a49be4038ade51572f8ee,
038d79d0ecf184da9d6a7748cb05c135,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__uncultured_bacterium,038d79d0ecf184da9d6a7748cb05c135,
639f80ad99f4c4963915c78806a9db69,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,,639f80ad99f4c4963915c78806a9db69,
2f772fa891e93ae8fade1703afe387a0,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,D_5__Mitochondria,D_6__marine_metagenome,2f772fa891e93ae8fade1703afe387a0,
74f2d81122232d9e623aa24c70806176,D_0__Bacteria,D_0__Bacteria,D_1__Actinobacteriota,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__ML602J-51,D_6__uncultured_bacterium,74f2d81122232d9e623aa24c70806176,
86fe993d0a5845ef447b439e7c9564ec,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured_bacterium,86fe993d0a5845ef447b439e7c9564ec,
113149905e2148784a5d6c82880bcabc,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured_bacterium,113149905e2148784a5d6c82880bcabc,
966169b1fd4937d85fcce9d92fb41d00,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured_bacterium,966169b1fd4937d85fcce9d92fb41d00,
75838cb4c17c293392d549411087c3c9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured_bacterium,75838cb4c17c293392d549411087c3c9,
4da0330bbbd2219a53fc65fd072883cf,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured_bacterium,4da0330bbbd2219a53fc65fd072883cf,
838a16cd4d60e464e9d215e8b21777af,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured_bacterium,838a16cd4d60e464e9d215e8b21777af,
77463b58421fdfdb482cda15198c60ef,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__Methylophilaceae,D_5__MM1,D_6__uncultured_bacterium,77463b58421fdfdb482cda15198c60ef,
77c8a6843b9ec3dd3db4eb84f1daac7a,D_0__Bacteria,D_0__Bacteria,D_1__Firmicutes,D_2__Moorellia,D_3__Moorellales,D_4__Moorellaceae,D_5__Moorella,D_6__Moorella_thermoacetica,77c8a6843b9ec3dd3db4eb84f1daac7a,
62cd8ae2676b5f5f2bb6d8c56057e221,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Alteromonadales,D_4__Psychromonadaceae,D_5__Motilimonas,D_6__uncultured_bacterium,62cd8ae2676b5f5f2bb6d8c56057e221,
0bb30c6a8b5df570cf62b7c38846ae02,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Nitrincolaceae,D_5__Motiliproteus,D_6__uncultured_bacterium,0bb30c6a8b5df570cf62b7c38846ae02,
29a7b26e5fb00f308bdfb961b6fd6098,D_0__Bacteria,D_0__Bacteria,D_1__Bacteroidota,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Muricauda,D_6__Bacteroidetes_bacterium,29a7b26e5fb00f308bdfb961b6fd6098,
3ba7862f78ad535e14e2b2175605c587,D_0__Bacteria,D_0__Bacteria,D_1__Bacteroidota,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Muricauda,D_6__uncultured_Flavobacteriaceae,3ba7862f78ad535e14e2b2175605c587,
00cc0460b25a9de3ba049eaa0ebf57a9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__MWH-UniP1_aquatic_group,D_5__MWH-UniP1_aquatic_group,,00cc0460b25a9de3ba049eaa0ebf57a9,
b297c81bdd61c89ab11bcd8dd6a9cc84,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__MWH-UniP1_aquatic_group,D_5__MWH-UniP1_aquatic_group,,b297c81bdd61c89ab11bcd8dd6a9cc84,
ebd75acb5bf286674470c401d2bc0581,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__MWH-UniP1_aquatic_group,D_5__MWH-UniP1_aquatic_group,,ebd75acb5bf286674470c401d2bc0581,
258277ce31769960504b02c84c6b0f6a,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__MWH-UniP1_aquatic_group,D_5__MWH-UniP1_aquatic_group,D_6__uncultured_bacterium,258277ce31769960504b02c84c6b0f6a,
5db04123cf7c0e67ff0bac249ff3e32d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Burkholderiales,D_4__MWH-UniP1_aquatic_group,D_5__MWH-UniP1_aquatic_group,D_6__marine_metagenome,5db04123cf7c0e67ff0bac249ff3e32d,
2c9f4b65dd1f9192de9748e49b716f08,D_0__Bacteria,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Mycoplasmatales,D_4__Mycoplasmataceae,D_5__Mycoplasma,D_6__uncultured_sediment,2c9f4b65dd1f9192de9748e49b716f08,
